Year,Area,Variable,Generation (TWh),Production (TWh),Share of production (%)
2014,Bulgaria,Solar,1,47,3
2014,Croatia,Fossil,3,13,26
2014,Croatia,Coal,2,13,18
2014,Croatia,Hard Coal,2,13,17
2014,Croatia,Gas,1,13,7
2014,Croatia,Renewables,10,13,74
2014,Croatia,Hydro,9,13,67
2014,Croatia,Wind and solar,1,13,6
2014,Croatia,Wind,1,13,5
2014,Cyprus,Fossil,4,4,93
2014,Cyprus,Fossil,4,4,93
2014,Czech Republic,Fossil,46,85,54
2014,Czech Republic,Coal,41,85,48
2014,Czech Republic,Hard Coal,5,85,6
2014,Czech Republic,Lignite,36,85,42
2014,Czech Republic,Gas,2,85,2
2014,Czech Republic,Fossil,3,85,3
2014,Czech Republic,Nuclear,30,85,36
2014,Czech Republic,Renewables,9,85,11
2014,Czech Republic,Hydro,2,85,2
2014,Czech Republic,Wind and solar,3,85,3
2014,Czech Republic,Solar,2,85,2
2014,Czech Republic,Bioenergy,5,85,5
2014,Denmark,Fossil,14,32,44
2014,Denmark,Coal,11,32,34
2014,Denmark,Hard Coal,11,32,34
2014,Denmark,Gas,2,32,7
2014,Denmark,Fossil,1,32,3
2014,Denmark,Renewables,18,32,56
2014,Denmark,Wind and solar,14,32,42
2014,Denmark,Wind,13,32,41
2014,Denmark,Solar,1,32,2
2014,Denmark,Bioenergy,4,32,13
2014,Estonia,Fossil,11,12,89
2014,Estonia,Fossil,11,12,88
2014,Estonia,Renewables,1,12,11
2014,Estonia,Wind and solar,1,12,5
2014,Estonia,Wind,1,12,5
2014,Estonia,Bioenergy,1,12,6
2014,Finland,Fossil,18,68,26
2014,Finland,Coal,8,68,12
2014,Finland,Hard Coal,8,68,12
2014,Finland,Gas,6,68,8
2014,Finland,Fossil,5,68,7
2014,Finland,Nuclear,24,68,35
2014,Finland,Renewables,26,68,39
2014,Finland,Hydro,13,68,20
2014,Finland,Wind and solar,1,68,2
2014,Finland,Wind,1,68,2
2014,Finland,Bioenergy,12,68,17
2014,France,Fossil,36,566,6
2014,France,Coal,11,566,2
2014,France,Hard Coal,11,566,2
2014,France,Gas,13,566,2
2014,France,Fossil,11,566,2
2014,France,Nuclear,436,566,77
2014,France,Renewables,94,566,17
2014,France,Hydro,64,566,11
2014,France,Wind and solar,24,566,4
2014,France,Wind,17,566,3
2014,France,Solar,6,566,1
2014,France,Bioenergy,6,566,1
2014,France,Renewables,1,566,0
2014,Germany,Fossil,362,622,58
2014,Germany,Coal,274,622,44
2014,Germany,Hard Coal,119,622,19
2014,Germany,Lignite,156,622,25
2014,Germany,Gas,61,622,10
2014,Germany,Fossil,27,622,4
2014,Germany,Nuclear,97,622,16
2014,Germany,Renewables,163,622,26
2014,Germany,Hydro,20,622,3
2014,Germany,Wind and solar,95,622,15
2014,Germany,Wind,59,622,9
2014,Germany,Solar,36,622,6
2014,Germany,Bioenergy,48,622,8
2014,Greece,Fossil,38,50,76
2014,Greece,Coal,26,50,51
2014,Greece,Lignite,26,50,51
2014,Greece,Gas,7,50,13
2014,Greece,Fossil,6,50,11
2014,Greece,Renewables,12,50,24
2014,Greece,Hydro,4,50,9
2014,Greece,Wind and solar,7,50,15
2014,Greece,Wind,4,50,7
2014,Greece,Solar,4,50,8
2014,Hungary,Fossil,11,29,36
2014,Hungary,Coal,6,29,20
2014,Hungary,Lignite,6,29,20
2014,Hungary,Gas,4,29,14
2014,Hungary,Nuclear,16,29,53
2014,Hungary,Renewables,3,29,11
2014,Hungary,Wind and solar,1,29,2
2014,Hungary,Wind,1,29,2
2014,Hungary,Bioenergy,2,29,7
2014,Ireland,Fossil,19,26,75
2014,Ireland,Coal,4,26,15
2014,Ireland,Hard Coal,4,26,15
2014,Ireland,Gas,13,26,49
2014,Ireland,Fossil,3,26,11
2014,Ireland,Renewables,6,26,25
2014,Ireland,Hydro,1,26,3
2014,Ireland,Wind and solar,5,26,20
2014,Ireland,Wind,5,26,20
2014,Ireland,Bioenergy,1,26,2
2014,Italy,Fossil,157,277,57
2014,Italy,Coal,43,277,16
2014,Italy,Hard Coal,43,277,16
2014,Italy,Gas,94,277,34
2014,Italy,Fossil,20,277,7
2014,Italy,Renewables,121,277,43
2014,Italy,Hydro,59,277,21
2014,Italy,Wind and solar,37,277,14
2014,Italy,Wind,15,277,5
2014,Italy,Solar,22,277,8
2014,Italy,Bioenergy,19,277,7
2014,Italy,Renewables,6,277,2
2014,Latvia,Fossil,2,5,45
2014,Latvia,Gas,2,5,45
2014,Latvia,Renewables,3,5,55
2014,Latvia,Hydro,2,5,39
2014,Latvia,Bioenergy,1,5,13
2014,Lithuania,Fossil,2,3,56
2014,Lithuania,Gas,2,3,50
2014,Lithuania,Renewables,2,3,44
2014,Lithuania,Wind and solar,1,3,21
2014,Lithuania,Wind,1,3,18
2014,Luxembourg,Fossil,2,2,79
2014,Luxembourg,Gas,1,2,76
2014,Malta,Fossil,2,2,97
2014,Malta,Fossil,2,2,97
2014,Netherlands,Fossil,87,103,85
2014,Netherlands,Coal,29,103,29
2014,Netherlands,Hard Coal,29,103,29
2014,Netherlands,Gas,52,103,50
2014,Netherlands,Fossil,6,103,6
2014,Netherlands,Nuclear,4,103,4
2014,Netherlands,Renewables,12,103,11
2014,Netherlands,Wind and solar,7,103,6
2014,Netherlands,Wind,6,103,6
2014,Netherlands,Solar,1,103,1
2014,Netherlands,Bioenergy,5,103,5
2014,Poland,Fossil,139,158,87
2014,Poland,Coal,130,158,82
2014,Poland,Hard Coal,76,158,48
2014,Poland,Lignite,53,158,34
2014,Poland,Gas,5,158,3
2014,Poland,Fossil,4,158,2
2014,Poland,Renewables,20,158,13
2014,Poland,Hydro,2,158,1
2014,Poland,Wind and solar,8,158,5
2014,Poland,Wind,8,158,5
2014,Poland,Bioenergy,10,158,6
2014,Portugal,Fossil,20,52,39
2014,Portugal,Coal,12,52,23
2014,Portugal,Hard Coal,12,52,23
2014,Portugal,Gas,7,52,13
2014,Portugal,Fossil,2,52,3
2014,Portugal,Renewables,32,52,61
2014,Portugal,Hydro,16,52,30
2014,Portugal,Wind and solar,13,52,25
2014,Portugal,Wind,12,52,23
2014,Portugal,Solar,1,52,1
2014,Portugal,Bioenergy,3,52,6
2014,Romania,Fossil,26,65,40
2014,Romania,Coal,18,65,27
2014,Romania,Lignite,17,65,27
2014,Romania,Gas,8,65,12
2014,Romania,Fossil,1,65,1
2014,Romania,Nuclear,12,65,18
2014,Romania,Renewables,27,65,42
2014,Romania,Hydro,19,65,29
2014,Romania,Wind and solar,8,65,12
2014,Romania,Wind,6,65,10
2014,Romania,Solar,2,65,2
2014,Romania,Bioenergy,1,65,1
2014,Slovakia,Fossil,5,27,20
2014,Slovakia,Coal,3,27,11
2014,Slovakia,Hard Coal,1,27,4
2014,Slovakia,Lignite,2,27,7
2014,Slovakia,Gas,2,27,6
2014,Slovakia,Fossil,1,27,3
2014,Slovakia,Nuclear,15,27,57
2014,Slovakia,Renewables,6,27,23
2014,Slovakia,Hydro,4,27,16
2014,Slovakia,Wind and solar,1,27,2
2014,Slovakia,Solar,1,27,2
2014,Slovakia,Bioenergy,1,27,5
2014,Slovenia,Fossil,4,17,24
2014,Slovenia,Coal,4,17,22
2014,Slovenia,Lignite,3,17,20
2014,Slovenia,Nuclear,6,17,37
2014,Slovenia,Renewables,7,17,39
2014,Slovenia,Hydro,6,17,35
2014,Spain,Fossil,107,275,39
2014,Spain,Coal,44,275,16
2014,Spain,Hard Coal,44,275,16
2014,Spain,Gas,47,275,17
2014,Spain,Fossil,16,275,6
2014,Spain,Nuclear,57,275,21
2014,Spain,Renewables,110,275,40
2014,Spain,Hydro,39,275,14
2014,Spain,Wind and solar,66,275,24
2014,Spain,Wind,52,275,19
2014,Spain,Solar,14,275,5
2014,Spain,Bioenergy,5,275,2
2014,Sweden,Fossil,3,154,2
2014,Sweden,Fossil,2,154,1
2014,Sweden,Nuclear,65,154,42
2014,Sweden,Renewables,86,154,56
2014,Sweden,Hydro,64,154,42
2014,Sweden,Wind and solar,11,154,7
2014,Sweden,Wind,11,154,7
2014,Sweden,Bioenergy,11,154,7
2014,United Kingdom,Fossil,207,335,62
2014,United Kingdom,Coal,100,335,30
2014,United Kingdom,Hard Coal,100,335,30
2014,United Kingdom,Gas,101,335,30
2014,United Kingdom,Fossil,6,335,2
2014,United Kingdom,Nuclear,64,335,19
2014,United Kingdom,Renewables,65,335,19
2014,United Kingdom,Hydro,6,335,2
2014,United Kingdom,Wind and solar,36,335,11
2014,United Kingdom,Wind,32,335,10
2014,United Kingdom,Solar,4,335,1
2014,United Kingdom,Bioenergy,23,335,7
2015,Austria,Fossil,14,62,23
2015,Austria,Coal,3,62,5
2015,Austria,Hard Coal,3,62,5
2015,Austria,Gas,8,62,12
2015,Austria,Fossil,4,62,6
2015,Austria,Renewables,48,62,77
2015,Austria,Hydro,37,62,60
2015,Austria,Wind and solar,6,62,9
2015,Austria,Wind,5,62,8
2015,Austria,Solar,1,62,2
2015,Austria,Bioenergy,5,62,8
2015,Belgium,Fossil,28,68,41
2015,Belgium,Coal,2,68,3
2015,Belgium,Hard Coal,2,68,3
2015,Belgium,Gas,22,68,32
2015,Belgium,Fossil,4,68,5
2015,Belgium,Nuclear,26,68,38
2015,Belgium,Renewables,14,68,21
2015,Belgium,Wind and solar,9,68,13
2015,Belgium,Wind,6,68,8
2015,Belgium,Solar,3,68,4
2015,Belgium,Bioenergy,6,68,8
2015,Bulgaria,Fossil,25,49,50
2015,Bulgaria,Coal,23,49,46
2015,Bulgaria,Hard Coal,1,49,1
2015,Bulgaria,Lignite,22,49,45
2015,Bulgaria,Gas,2,49,4
2015,Bulgaria,Nuclear,15,49,32
2015,Bulgaria,Renewables,9,49,18
2015,Bulgaria,Hydro,6,49,12
2015,Bulgaria,Wind and solar,3,49,6
2015,Bulgaria,Wind,1,49,3
2015,Bulgaria,Solar,1,49,3
2015,Croatia,Fossil,4,11,33
2015,Croatia,Coal,2,11,21
2015,Croatia,Hard Coal,2,11,20
2015,Croatia,Gas,1,11,11
2015,Croatia,Renewables,8,11,67
2015,Croatia,Hydro,6,11,57
2015,Croatia,Wind and solar,1,11,8
2015,Croatia,Wind,1,11,7
2015,Cyprus,Fossil,4,5,91
2015,Cyprus,Fossil,4,5,91
2015,Czech Republic,Fossil,46,83,56
2015,Czech Republic,Coal,41,83,50
2015,Czech Republic,Hard Coal,6,83,7
2015,Czech Republic,Lignite,35,83,43
2015,Czech Republic,Gas,2,83,3
2015,Czech Republic,Fossil,3,83,3
2015,Czech Republic,Nuclear,27,83,33
2015,Czech Republic,Renewables,9,83,11
2015,Czech Republic,Hydro,2,83,2
2015,Czech Republic,Wind and solar,3,83,3
2015,Czech Republic,Wind,1,83,1
2015,Czech Republic,Solar,2,83,3
2015,Czech Republic,Bioenergy,5,83,6
2015,Denmark,Fossil,10,29,35
2015,Denmark,Coal,7,29,25
2015,Denmark,Hard Coal,7,29,25
2015,Denmark,Gas,2,29,6
2015,Denmark,Fossil,1,29,4
2015,Denmark,Renewables,19,29,65
2015,Denmark,Wind and solar,15,29,51
2015,Denmark,Wind,14,29,49
2015,Denmark,Solar,1,29,2
2015,Denmark,Bioenergy,4,29,14
2015,Estonia,Fossil,9,10,86
2015,Estonia,Fossil,9,10,85
2015,Estonia,Renewables,2,10,14
2015,Estonia,Wind and solar,1,10,7
2015,Estonia,Wind,1,10,7
2015,Estonia,Bioenergy,1,10,7
2015,Finland,Fossil,15,68,21
2015,Finland,Coal,5,68,7
2015,Finland,Hard Coal,5,68,7
2015,Finland,Gas,5,68,8
2015,Finland,Fossil,4,68,6
2015,Finland,Nuclear,23,68,34
2015,Finland,Renewables,31,68,45
2015,Finland,Hydro,17,68,25
2015,Finland,Wind and solar,2,68,3
2015,Finland,Wind,2,68,3
2015,Finland,Bioenergy,11,68,17
2015,France,Fossil,45,574,8
2015,France,Coal,12,574,2
2015,France,Hard Coal,12,574,2
2015,France,Gas,21,574,4
2015,France,Fossil,12,574,2
2015,France,Nuclear,437,574,76
2015,France,Renewables,92,574,16
2015,France,Hydro,56,574,10
2015,France,Wind and solar,29,574,5
2015,France,Wind,21,574,4
2015,France,Solar,8,574,1
2015,France,Bioenergy,7,574,1
2015,France,Renewables,1,574,0
2015,Germany,Fossil,362,642,56
2015,Germany,Coal,272,642,42
2015,Germany,Hard Coal,118,642,18
2015,Germany,Lignite,155,642,24
2015,Germany,Gas,62,642,10
2015,Germany,Fossil,28,642,4
2015,Germany,Nuclear,92,642,14
2015,Germany,Renewables,189,642,29
2015,Germany,Hydro,19,642,3
2015,Germany,Wind and solar,119,642,19
2015,Germany,Wind,81,642,13
2015,Germany,Solar,39,642,6
2015,Germany,Bioenergy,50,642,8
2015,Greece,Fossil,37,52,71
2015,Greece,Coal,22,52,43
2015,Greece,Lignite,22,52,43
2015,Greece,Gas,9,52,18
2015,Greece,Fossil,6,52,11
2015,Greece,Renewables,15,52,29
2015,Greece,Hydro,6,52,12
2015,Greece,Wind and solar,9,52,16
2015,Greece,Wind,5,52,9
2015,Greece,Solar,4,52,8
2015,Hungary,Fossil,11,30,37
2015,Hungary,Coal,6,30,19
2015,Hungary,Lignite,6,30,19
2015,Hungary,Gas,5,30,17
2015,Hungary,Nuclear,16,30,52
2015,Hungary,Renewables,3,30,11
2015,Hungary,Wind and solar,1,30,3
2015,Hungary,Wind,1,30,2
2015,Hungary,Bioenergy,2,30,7
2015,Ireland,Fossil,20,28,72
2015,Ireland,Coal,5,28,17
2015,Ireland,Hard Coal,5,28,17
2015,Ireland,Gas,12,28,44
2015,Ireland,Fossil,3,28,11
2015,Ireland,Renewables,8,28,28
2015,Ireland,Hydro,1,28,3
2015,Ireland,Wind and solar,7,28,23
2015,Ireland,Wind,7,28,23
2015,Italy,Fossil,172,281,61
2015,Italy,Coal,43,281,15
2015,Italy,Hard Coal,43,281,15
2015,Italy,Gas,111,281,39
2015,Italy,Fossil,18,281,6
2015,Italy,Renewables,109,281,39
2015,Italy,Hydro,46,281,16
2015,Italy,Wind and solar,38,281,13
2015,Italy,Wind,15,281,5
2015,Italy,Solar,23,281,8
2015,Italy,Bioenergy,19,281,7
2015,Italy,Renewables,6,281,2
2015,Latvia,Fossil,3,6,50
2015,Latvia,Gas,3,6,50
2015,Latvia,Renewables,3,6,50
2015,Latvia,Hydro,2,6,34
2015,Latvia,Bioenergy,1,6,14
2015,Lithuania,Fossil,2,4,58
2015,Lithuania,Gas,2,4,50
2015,Lithuania,Renewables,2,4,42
2015,Lithuania,Wind and solar,1,4,22
2015,Lithuania,Wind,1,4,20
2015,Luxembourg,Fossil,1,1,68
2015,Luxembourg,Gas,1,1,63
2015,Malta,Fossil,1,1,92
2015,Malta,Fossil,1,1,92
2015,Netherlands,Fossil,92,110,84
2015,Netherlands,Coal,39,110,36
2015,Netherlands,Hard Coal,39,110,36
2015,Netherlands,Gas,47,110,43
2015,Netherlands,Fossil,6,110,5
2015,Netherlands,Nuclear,4,110,4
2015,Netherlands,Renewables,14,110,12
2015,Netherlands,Wind and solar,9,110,8
2015,Netherlands,Wind,8,110,7
2015,Netherlands,Solar,1,110,1
2015,Netherlands,Bioenergy,5,110,4
2015,Poland,Fossil,142,164,86
2015,Poland,Coal,131,164,79
2015,Poland,Hard Coal,78,164,47
2015,Poland,Lignite,53,164,32
2015,Poland,Gas,6,164,4
2015,Poland,Fossil,5,164,3
2015,Poland,Renewables,23,164,14
2015,Poland,Hydro,2,164,1
2015,Poland,Wind and solar,11,164,7
2015,Poland,Wind,11,164,7
2015,Poland,Bioenergy,10,164,6
2015,Portugal,Fossil,27,51,52
2015,Portugal,Coal,15,51,29
2015,Portugal,Hard Coal,15,51,29
2015,Portugal,Gas,11,51,21
2015,Portugal,Fossil,2,51,3
2015,Portugal,Renewables,24,51,48
2015,Portugal,Hydro,9,51,17
2015,Portugal,Wind and solar,12,51,24
2015,Portugal,Wind,12,51,23
2015,Portugal,Solar,1,51,2
2015,Portugal,Bioenergy,3,51,6
2015,Romania,Fossil,28,66,43
2015,Romania,Coal,18,66,27
2015,Romania,Lignite,18,66,27
2015,Romania,Gas,9,66,14
2015,Romania,Fossil,1,66,1
2015,Romania,Nuclear,12,66,18
2015,Romania,Renewables,26,66,40
2015,Romania,Hydro,17,66,25
2015,Romania,Wind and solar,9,66,14
2015,Romania,Wind,7,66,11
2015,Romania,Solar,2,66,3
2015,Romania,Bioenergy,1,66,1
2015,Slovakia,Fossil,5,27,20
2015,Slovakia,Coal,3,27,11
2015,Slovakia,Hard Coal,1,27,4
2015,Slovakia,Lignite,2,27,7
2015,Slovakia,Gas,2,27,6
2015,Slovakia,Fossil,1,27,3
2015,Slovakia,Nuclear,15,27,57
2015,Slovakia,Renewables,6,27,23
2015,Slovakia,Hydro,4,27,15
2015,Slovakia,Wind and solar,1,27,2
2015,Slovakia,Solar,1,27,2
2015,Slovakia,Bioenergy,2,27,6
2015,Slovenia,Fossil,5,15,32
2015,Slovenia,Coal,4,15,30
2015,Slovenia,Lignite,4,15,27
2015,Slovenia,Nuclear,6,15,38
2015,Slovenia,Renewables,4,15,29
2015,Slovenia,Hydro,4,15,26
2015,Spain,Fossil,123,277,44
2015,Spain,Coal,51,277,19
2015,Spain,Hard Coal,51,277,19
2015,Spain,Gas,52,277,19
2015,Spain,Fossil,19,277,7
2015,Spain,Nuclear,57,277,21
2015,Spain,Renewables,97,277,35
2015,Spain,Hydro,28,277,10
2015,Spain,Wind and solar,63,277,23
2015,Spain,Wind,49,277,18
2015,Spain,Solar,14,277,5
2015,Spain,Bioenergy,6,277,2
2015,Sweden,Fossil,3,162,2
2015,Sweden,Fossil,2,162,1
2015,Sweden,Nuclear,56,162,35
2015,Sweden,Renewables,102,162,63
2015,Sweden,Hydro,75,162,46
2015,Sweden,Wind and solar,16,162,10
2015,Sweden,Wind,16,162,10
2015,Sweden,Bioenergy,11,162,7
2015,United Kingdom,Fossil,182,335,54
2015,United Kingdom,Coal,76,335,23
2015,United Kingdom,Hard Coal,76,335,23
2015,United Kingdom,Gas,100,335,30
2015,United Kingdom,Fossil,7,335,2
2015,United Kingdom,Nuclear,70,335,21
2015,United Kingdom,Renewables,83,335,25
2015,United Kingdom,Hydro,6,335,2
2015,United Kingdom,Wind and solar,48,335,14
2015,United Kingdom,Wind,40,335,12
2015,United Kingdom,Solar,8,335,2
2015,United Kingdom,Bioenergy,28,335,8
2016,Austria,Fossil,14,65,22
2016,Austria,Coal,2,65,3
2016,Austria,Hard Coal,2,65,3
2016,Austria,Gas,8,65,13
2016,Austria,Fossil,4,65,6
2016,Austria,Renewables,51,65,78
2016,Austria,Hydro,40,65,61
2016,Austria,Wind and solar,6,65,10
2016,Austria,Wind,5,65,8
2016,Austria,Solar,1,65,2
2016,Austria,Bioenergy,5,65,7
2016,Belgium,Fossil,26,84,31
2016,Belgium,Gas,22,84,26
2016,Belgium,Fossil,4,84,4
2016,Belgium,Nuclear,44,84,52
2016,Belgium,Renewables,14,84,17
2016,Belgium,Wind and solar,9,84,10
2016,Belgium,Wind,5,84,6
2016,Belgium,Solar,3,84,4
2016,Belgium,Bioenergy,5,84,6
2016,Bulgaria,Fossil,22,45,49
2016,Bulgaria,Coal,19,45,43
2016,Bulgaria,Lignite,19,45,42
2016,Bulgaria,Gas,2,45,5
2016,Bulgaria,Nuclear,16,45,35
2016,Bulgaria,Renewables,7,45,16
2016,Bulgaria,Hydro,4,45,9
2016,Bulgaria,Wind and solar,3,45,6
2016,Bulgaria,Wind,1,45,3
2016,Bulgaria,Solar,1,45,3
2016,Croatia,Fossil,4,13,34
2016,Croatia,Coal,3,13,21
2016,Croatia,Hard Coal,3,13,20
2016,Croatia,Gas,2,13,13
2016,Croatia,Renewables,8,13,66
2016,Croatia,Hydro,7,13,54
2016,Croatia,Wind and solar,1,13,9
2016,Croatia,Wind,1,13,8
2016,Cyprus,Fossil,4,5,91
2016,Cyprus,Fossil,4,5,91
2016,Czech Republic,Fossil,49,82,59
2016,Czech Republic,Coal,42,82,51
2016,Czech Republic,Hard Coal,6,82,7
2016,Czech Republic,Lignite,36,82,44
2016,Czech Republic,Gas,4,82,5
2016,Czech Republic,Fossil,3,82,3
2016,Czech Republic,Nuclear,24,82,29
2016,Czech Republic,Renewables,9,82,11
2016,Czech Republic,Hydro,2,82,2
2016,Czech Republic,Wind and solar,3,82,3
2016,Czech Republic,Solar,2,82,3
2016,Czech Republic,Bioenergy,5,82,6
2016,Denmark,Fossil,12,31,40
2016,Denmark,Coal,9,31,29
2016,Denmark,Hard Coal,9,31,29
2016,Denmark,Gas,2,31,7
2016,Denmark,Fossil,1,31,3
2016,Denmark,Renewables,18,31,60
2016,Denmark,Wind and solar,14,31,44
2016,Denmark,Wind,13,31,42
2016,Denmark,Solar,1,31,2
2016,Denmark,Bioenergy,5,31,16
2016,Estonia,Fossil,11,12,87
2016,Estonia,Fossil,11,12,87
2016,Estonia,Renewables,2,12,13
2016,Estonia,Wind and solar,1,12,5
2016,Estonia,Wind,1,12,5
2016,Estonia,Bioenergy,1,12,7
2016,Finland,Fossil,15,68,22
2016,Finland,Coal,7,68,10
2016,Finland,Hard Coal,7,68,10
2016,Finland,Gas,4,68,5
2016,Finland,Fossil,4,68,6
2016,Finland,Nuclear,23,68,34
2016,Finland,Renewables,30,68,44
2016,Finland,Hydro,16,68,23
2016,Finland,Wind and solar,3,68,5
2016,Finland,Wind,3,68,4
2016,Finland,Bioenergy,12,68,17
2016,France,Fossil,57,559,10
2016,France,Coal,10,559,2
2016,France,Hard Coal,10,559,2
2016,France,Gas,35,559,6
2016,France,Fossil,11,559,2
2016,France,Nuclear,403,559,72
2016,France,Renewables,99,559,18
2016,France,Hydro,61,559,11
2016,France,Wind and solar,30,559,5
2016,France,Wind,21,559,4
2016,France,Solar,9,559,2
2016,France,Bioenergy,8,559,1
2016,France,Renewables,1,559,0
2016,Germany,Fossil,371,645,57
2016,Germany,Coal,262,645,41
2016,Germany,Hard Coal,112,645,17
2016,Germany,Lignite,150,645,23
2016,Germany,Gas,81,645,13
2016,Germany,Fossil,28,645,4
2016,Germany,Nuclear,85,645,13
2016,Germany,Renewables,190,645,29
2016,Germany,Hydro,21,645,3
2016,Germany,Wind and solar,118,645,18
2016,Germany,Wind,80,645,12
2016,Germany,Solar,38,645,6
2016,Germany,Bioenergy,51,645,8
2016,Greece,Fossil,40,54,73
2016,Greece,Coal,19,54,35
2016,Greece,Lignite,19,54,35
2016,Greece,Gas,15,54,28
2016,Greece,Fossil,6,54,10
2016,Greece,Renewables,15,54,27
2016,Greece,Hydro,6,54,10
2016,Greece,Wind and solar,9,54,17
2016,Greece,Wind,5,54,9
2016,Greece,Solar,4,54,7
2016,Hungary,Fossil,13,32,39
2016,Hungary,Coal,6,32,18
2016,Hungary,Lignite,5,32,17
2016,Hungary,Gas,6,32,20
2016,Hungary,Nuclear,16,32,50
2016,Hungary,Renewables,3,32,10
2016,Hungary,Wind and solar,1,32,3
2016,Hungary,Wind,1,32,2
2016,Hungary,Bioenergy,2,32,7
2016,Ireland,Fossil,23,30,75
2016,Ireland,Coal,5,30,16
2016,Ireland,Hard Coal,5,30,16
2016,Ireland,Gas,15,30,51
2016,Ireland,Fossil,3,30,9
2016,Ireland,Renewables,8,30,25
2016,Ireland,Hydro,1,30,2
2016,Ireland,Wind and solar,6,30,20
2016,Ireland,Wind,6,30,20
2016,Ireland,Bioenergy,1,30,2
2016,Italy,Fossil,179,287,62
2016,Italy,Coal,36,287,12
2016,Italy,Hard Coal,36,287,12
2016,Italy,Gas,126,287,44
2016,Italy,Fossil,17,287,6
2016,Italy,Renewables,108,287,38
2016,Italy,Hydro,42,287,15
2016,Italy,Wind and solar,40,287,14
2016,Italy,Wind,18,287,6
2016,Italy,Solar,22,287,8
2016,Italy,Bioenergy,19,287,7
2016,Italy,Renewables,6,287,2
2016,Latvia,Fossil,3,6,46
2016,Latvia,Gas,3,6,46
2016,Latvia,Renewables,3,6,54
2016,Latvia,Hydro,3,6,39
2016,Latvia,Bioenergy,1,6,13
2016,Lithuania,Fossil,1,3,38
2016,Lithuania,Gas,1,3,29
2016,Lithuania,Renewables,2,3,62
2016,Lithuania,Wind and solar,1,3,35
2016,Lithuania,Wind,1,3,33
2016,Malta,Fossil,1,1,84
2016,Malta,Fossil,1,1,84
2016,Netherlands,Fossil,96,115,84
2016,Netherlands,Coal,37,115,32
2016,Netherlands,Hard Coal,37,115,32
2016,Netherlands,Gas,54,115,47
2016,Netherlands,Fossil,6,115,5
2016,Netherlands,Nuclear,4,115,3
2016,Netherlands,Renewables,15,115,13
2016,Netherlands,Wind and solar,10,115,8
2016,Netherlands,Wind,8,115,7
2016,Netherlands,Solar,2,115,1
2016,Netherlands,Bioenergy,5,115,4
2016,Poland,Fossil,143,166,86
2016,Poland,Coal,130,166,78
2016,Poland,Hard Coal,79,166,48
2016,Poland,Lignite,51,166,31
2016,Poland,Gas,8,166,5
2016,Poland,Fossil,5,166,3
2016,Poland,Renewables,23,166,14
2016,Poland,Hydro,2,166,1
2016,Poland,Wind and solar,13,166,8
2016,Poland,Wind,13,166,8
2016,Poland,Bioenergy,8,166,5
2016,Portugal,Fossil,27,59,45
2016,Portugal,Coal,13,59,21
2016,Portugal,Hard Coal,13,59,21
2016,Portugal,Gas,13,59,21
2016,Portugal,Fossil,2,59,3
2016,Portugal,Renewables,32,59,55
2016,Portugal,Hydro,16,59,27
2016,Portugal,Wind and solar,13,59,23
2016,Portugal,Wind,12,59,21
2016,Portugal,Solar,1,59,1
2016,Portugal,Bioenergy,3,59,5
2016,Romania,Fossil,26,65,41
2016,Romania,Coal,16,65,25
2016,Romania,Lignite,16,65,24
2016,Romania,Gas,10,65,15
2016,Romania,Fossil,1,65,1
2016,Romania,Nuclear,11,65,17
2016,Romania,Renewables,27,65,42
2016,Romania,Hydro,18,65,28
2016,Romania,Wind and solar,8,65,13
2016,Romania,Wind,7,65,10
2016,Romania,Solar,2,65,3
2016,Romania,Bioenergy,1,65,1
2016,Slovakia,Fossil,5,27,20
2016,Slovakia,Coal,3,27,10
2016,Slovakia,Hard Coal,1,27,4
2016,Slovakia,Lignite,2,27,6
2016,Slovakia,Gas,2,27,6
2016,Slovakia,Fossil,1,27,4
2016,Slovakia,Nuclear,15,27,55
2016,Slovakia,Renewables,7,27,25
2016,Slovakia,Hydro,4,27,16
2016,Slovakia,Wind and solar,1,27,2
2016,Slovakia,Solar,1,27,2
2016,Slovakia,Bioenergy,2,27,6
2016,Slovenia,Fossil,5,16,34
2016,Slovenia,Coal,5,16,31
2016,Slovenia,Lignite,5,16,29
2016,Slovenia,Nuclear,6,16,35
2016,Slovenia,Renewables,5,16,31
2016,Slovenia,Hydro,5,16,28
2016,Spain,Fossil,108,271,40
2016,Spain,Coal,36,271,13
2016,Spain,Hard Coal,36,271,13
2016,Spain,Gas,53,271,19
2016,Spain,Fossil,19,271,7
2016,Spain,Nuclear,59,271,22
2016,Spain,Renewables,105,271,39
2016,Spain,Hydro,36,271,13
2016,Spain,Wind and solar,63,271,23
2016,Spain,Wind,49,271,18
2016,Spain,Solar,14,271,5
2016,Spain,Bioenergy,6,271,2
2016,Sweden,Fossil,4,156,2
2016,Sweden,Gas,1,156,0
2016,Sweden,Fossil,3,156,2
2016,Sweden,Nuclear,63,156,40
2016,Sweden,Renewables,89,156,57
2016,Sweden,Hydro,62,156,40
2016,Sweden,Wind and solar,16,156,10
2016,Sweden,Wind,15,156,10
2016,Sweden,Bioenergy,11,156,7
2016,United Kingdom,Fossil,181,335,54
2016,United Kingdom,Coal,31,335,9
2016,United Kingdom,Hard Coal,31,335,9
2016,United Kingdom,Gas,143,335,43
2016,United Kingdom,Fossil,7,335,2
2016,United Kingdom,Nuclear,72,335,21
