Year,Area,Variable,Generation (TWh),Production (TWh),Share of production (%)
2008,Croatia,Coal,2,13,20
2008,Croatia,Hard Coal,2,13,19
2008,Croatia,Gas,2,13,19
2008,Croatia,Fossil,2,13,16
2008,Croatia,Renewables,6,13,46
2008,Croatia,Hydro,6,13,45
2008,Cyprus,Fossil,5,5,100
2008,Cyprus,Fossil,5,5,100
2008,Czech Republic,Fossil,53,83,64
2008,Czech Republic,Coal,49,83,59
2008,Czech Republic,Hard Coal,6,83,7
2008,Czech Republic,Lignite,43,83,52
2008,Czech Republic,Gas,1,83,1
2008,Czech Republic,Fossil,3,83,4
2008,Czech Republic,Nuclear,27,83,32
2008,Czech Republic,Renewables,4,83,4
2008,Czech Republic,Hydro,2,83,2
2008,Czech Republic,Bioenergy,1,83,2
2008,Denmark,Fossil,27,37,72
2008,Denmark,Coal,17,37,48
2008,Denmark,Hard Coal,17,37,48
2008,Denmark,Gas,7,37,19
2008,Denmark,Fossil,2,37,5
2008,Denmark,Renewables,10,37,28
2008,Denmark,Wind and solar,7,37,19
2008,Denmark,Wind,7,37,19
2008,Denmark,Bioenergy,3,37,9
2008,Estonia,Fossil,10,11,98
2008,Estonia,Fossil,10,11,94
2008,Finland,Fossil,26,77,34
2008,Finland,Coal,9,77,11
2008,Finland,Hard Coal,9,77,11
2008,Finland,Gas,11,77,14
2008,Finland,Fossil,7,77,9
2008,Finland,Nuclear,23,77,30
2008,Finland,Renewables,28,77,36
2008,Finland,Hydro,17,77,22
2008,Finland,Bioenergy,10,77,14
2008,France,Fossil,56,569,10
2008,France,Coal,23,569,4
2008,France,Hard Coal,23,569,4
2008,France,Gas,22,569,4
2008,France,Fossil,11,569,2
2008,France,Nuclear,439,569,77
2008,France,Renewables,74,569,13
2008,France,Hydro,64,569,11
2008,France,Wind and solar,6,569,1
2008,France,Wind,6,569,1
2008,France,Bioenergy,4,569,1
2008,Germany,Fossil,393,636,62
2008,Germany,Coal,275,636,43
2008,Germany,Hard Coal,125,636,20
2008,Germany,Lignite,151,636,24
2008,Germany,Gas,89,636,14
2008,Germany,Fossil,28,636,4
2008,Germany,Nuclear,149,636,23
2008,Germany,Renewables,94,636,15
2008,Germany,Hydro,20,636,3
2008,Germany,Wind and solar,46,636,7
2008,Germany,Wind,41,636,7
2008,Germany,Solar,4,636,1
2008,Germany,Bioenergy,28,636,4
2008,Greece,Fossil,57,63,91
2008,Greece,Coal,33,63,53
2008,Greece,Lignite,33,63,53
2008,Greece,Gas,14,63,22
2008,Greece,Fossil,10,63,16
2008,Greece,Renewables,6,63,9
2008,Greece,Hydro,3,63,5
2008,Greece,Wind and solar,2,63,4
2008,Greece,Wind,2,63,4
2008,Hungary,Fossil,23,40,57
2008,Hungary,Coal,7,40,18
2008,Hungary,Hard Coal,1,40,1
2008,Hungary,Lignite,7,40,16
2008,Hungary,Gas,15,40,38
2008,Hungary,Fossil,1,40,1
2008,Hungary,Nuclear,15,40,37
2008,Hungary,Renewables,2,40,6
2008,Hungary,Bioenergy,2,40,5
2008,Ireland,Fossil,26,30,88
2008,Ireland,Coal,5,30,17
2008,Ireland,Hard Coal,5,30,17
2008,Ireland,Gas,17,30,56
2008,Ireland,Fossil,4,30,15
2008,Ireland,Renewables,4,30,12
2008,Ireland,Hydro,1,30,3
2008,Ireland,Wind and solar,2,30,8
2008,Ireland,Wind,2,30,8
2008,Italy,Fossil,254,313,81
2008,Italy,Coal,43,313,14
2008,Italy,Hard Coal,43,313,14
2008,Italy,Gas,173,313,55
2008,Italy,Fossil,39,313,12
2008,Italy,Renewables,58,313,19
2008,Italy,Hydro,42,313,13
2008,Italy,Wind and solar,5,313,2
2008,Italy,Wind,5,313,2
2008,Italy,Bioenergy,6,313,2
2008,Italy,Renewables,6,313,2
2008,Latvia,Fossil,2,5,39
2008,Latvia,Gas,2,5,39
2008,Latvia,Renewables,3,5,61
2008,Latvia,Hydro,3,5,59
2008,Lithuania,Fossil,3,13,20
2008,Lithuania,Gas,2,13,15
2008,Lithuania,Fossil,1,13,4
2008,Lithuania,Nuclear,10,13,76
2008,Lithuania,Renewables,1,13,5
2008,Luxembourg,Fossil,2,3,90
2008,Luxembourg,Gas,2,3,88
2008,Malta,Fossil,2,2,100
2008,Malta,Fossil,2,2,100
2008,Netherlands,Fossil,94,107,87
2008,Netherlands,Coal,23,107,22
2008,Netherlands,Hard Coal,23,107,22
2008,Netherlands,Gas,63,107,59
2008,Netherlands,Fossil,7,107,6
2008,Netherlands,Nuclear,4,107,4
2008,Netherlands,Renewables,10,107,9
2008,Netherlands,Wind and solar,4,107,4
2008,Netherlands,Wind,4,107,4
2008,Netherlands,Bioenergy,5,107,5
2008,Poland,Fossil,148,155,96
2008,Poland,Coal,139,155,90
2008,Poland,Hard Coal,86,155,55
2008,Poland,Lignite,53,155,34
2008,Poland,Gas,5,155,3
2008,Poland,Fossil,4,155,3
2008,Poland,Renewables,7,155,4
2008,Poland,Hydro,2,155,1
2008,Poland,Wind and solar,1,155,1
2008,Poland,Wind,1,155,1
2008,Poland,Bioenergy,4,155,2
2008,Portugal,Fossil,31,45,68
2008,Portugal,Coal,11,45,25
2008,Portugal,Hard Coal,11,45,25
2008,Portugal,Gas,15,45,33
2008,Portugal,Fossil,4,45,10
2008,Portugal,Renewables,15,45,32
2008,Portugal,Hydro,7,45,15
2008,Portugal,Wind and solar,6,45,13
2008,Portugal,Wind,6,45,13
2008,Portugal,Bioenergy,2,45,4
2008,Romania,Fossil,37,65,56
2008,Romania,Coal,26,65,40
2008,Romania,Lignite,26,65,40
2008,Romania,Gas,10,65,15
2008,Romania,Fossil,1,65,1
2008,Romania,Nuclear,11,65,17
2008,Romania,Renewables,17,65,27
2008,Romania,Hydro,17,65,26
2008,Slovakia,Fossil,7,29,26
2008,Slovakia,Coal,5,29,16
2008,Slovakia,Hard Coal,2,29,9
2008,Slovakia,Lignite,2,29,8
2008,Slovakia,Gas,2,29,6
2008,Slovakia,Fossil,1,29,4
2008,Slovakia,Nuclear,17,29,58
2008,Slovakia,Renewables,5,29,16
2008,Slovakia,Hydro,4,29,14
2008,Slovakia,Bioenergy,1,29,2
2008,Slovenia,Fossil,6,16,35
2008,Slovenia,Coal,5,16,32
2008,Slovenia,Hard Coal,1,16,3
2008,Slovenia,Lignite,5,16,29
2008,Slovenia,Nuclear,6,16,38
2008,Slovenia,Renewables,4,16,26
2008,Slovenia,Hydro,4,16,25
2008,Spain,Fossil,190,311,61
2008,Spain,Coal,49,311,16
2008,Spain,Hard Coal,49,311,16
2008,Spain,Gas,121,311,39
2008,Spain,Fossil,20,311,6
2008,Spain,Nuclear,59,311,19
2008,Spain,Renewables,62,311,20
2008,Spain,Hydro,23,311,8
2008,Spain,Wind and solar,36,311,11
2008,Spain,Wind,33,311,11
2008,Spain,Solar,3,311,1
2008,Spain,Bioenergy,3,311,1
2008,Sweden,Fossil,5,150,3
2008,Sweden,Coal,1,150,0
2008,Sweden,Hard Coal,1,150,0
2008,Sweden,Gas,1,150,0
2008,Sweden,Fossil,3,150,2
2008,Sweden,Nuclear,64,150,43
2008,Sweden,Renewables,81,150,54
2008,Sweden,Hydro,69,150,46
2008,Sweden,Wind and solar,2,150,1
2008,Sweden,Wind,2,150,1
2008,Sweden,Bioenergy,10,150,7
2008,United Kingdom,Fossil,310,385,81
2008,United Kingdom,Coal,124,385,32
2008,United Kingdom,Hard Coal,124,385,32
2008,United Kingdom,Gas,176,385,46
2008,United Kingdom,Fossil,10,385,3
2008,United Kingdom,Nuclear,52,385,14
2008,United Kingdom,Renewables,22,385,6
2008,United Kingdom,Hydro,5,385,1
2008,United Kingdom,Wind and solar,7,385,2
2008,United Kingdom,Wind,7,385,2
2008,United Kingdom,Bioenergy,10,385,2
2009,Austria,Fossil,19,66,29
2009,Austria,Coal,4,66,6
2009,Austria,Hard Coal,4,66,6
2009,Austria,Gas,12,66,19
2009,Austria,Fossil,3,66,5
2009,Austria,Renewables,47,66,71
2009,Austria,Hydro,41,66,62
2009,Austria,Wind and solar,2,66,3
2009,Austria,Wind,2,66,3
2009,Austria,Bioenergy,4,66,6
2009,Belgium,Fossil,37,90,41
2009,Belgium,Coal,5,90,6
2009,Belgium,Hard Coal,5,90,6
2009,Belgium,Gas,29,90,33
2009,Belgium,Fossil,3,90,3
2009,Belgium,Nuclear,47,90,53
2009,Belgium,Renewables,5,90,6
2009,Belgium,Wind and solar,1,90,1
2009,Belgium,Wind,1,90,1
2009,Belgium,Bioenergy,4,90,4
2009,Bulgaria,Fossil,23,42,55
2009,Bulgaria,Coal,21,42,50
2009,Bulgaria,Hard Coal,5,42,11
2009,Bulgaria,Lignite,17,42,39
2009,Bulgaria,Gas,2,42,5
2009,Bulgaria,Nuclear,15,42,36
2009,Bulgaria,Renewables,4,42,9
2009,Bulgaria,Hydro,3,42,8
2009,Croatia,Fossil,6,13,44
2009,Croatia,Coal,2,13,12
2009,Croatia,Hard Coal,2,13,12
2009,Croatia,Gas,2,13,17
2009,Croatia,Fossil,2,13,15
2009,Croatia,Renewables,7,13,56
2009,Croatia,Hydro,7,13,55
2009,Cyprus,Fossil,5,5,99
2009,Cyprus,Fossil,5,5,99
2009,Czech Republic,Fossil,50,82,61
2009,Czech Republic,Coal,46,82,56
2009,Czech Republic,Hard Coal,6,82,7
2009,Czech Republic,Lignite,40,82,49
2009,Czech Republic,Gas,1,82,1
2009,Czech Republic,Fossil,3,82,3
2009,Czech Republic,Nuclear,27,82,33
2009,Czech Republic,Renewables,5,82,6
2009,Czech Republic,Hydro,2,82,3
2009,Czech Republic,Bioenergy,2,82,2
2009,Denmark,Fossil,26,36,72
2009,Denmark,Coal,18,36,49
2009,Denmark,Hard Coal,18,36,49
2009,Denmark,Gas,7,36,18
2009,Denmark,Fossil,2,36,5
2009,Denmark,Renewables,10,36,28
2009,Denmark,Wind and solar,7,36,18
2009,Denmark,Wind,7,36,18
2009,Denmark,Bioenergy,3,36,9
2009,Estonia,Fossil,8,9,94
2009,Estonia,Fossil,8,9,93
2009,Estonia,Renewables,1,9,6
2009,Finland,Fossil,27,72,37
2009,Finland,Coal,11,72,16
2009,Finland,Hard Coal,11,72,16
2009,Finland,Gas,10,72,14
2009,Finland,Fossil,6,72,8
2009,Finland,Nuclear,24,72,33
2009,Finland,Renewables,22,72,30
2009,Finland,Hydro,13,72,18
2009,Finland,Bioenergy,9,72,12
2009,France,Fossil,51,531,10
2009,France,Coal,22,531,4
2009,France,Hard Coal,22,531,4
2009,France,Gas,21,531,4
2009,France,Fossil,9,531,2
2009,France,Nuclear,410,531,77
2009,France,Renewables,70,531,13
2009,France,Hydro,57,531,11
2009,France,Wind and solar,8,531,2
2009,France,Wind,8,531,1
2009,France,Bioenergy,4,531,1
2009,Germany,Fossil,360,591,61
2009,Germany,Coal,254,591,43
2009,Germany,Hard Coal,108,591,18
2009,Germany,Lignite,146,591,25
2009,Germany,Gas,81,591,14
2009,Germany,Fossil,26,591,4
2009,Germany,Nuclear,135,591,23
2009,Germany,Renewables,96,591,16
2009,Germany,Hydro,19,591,3
2009,Germany,Wind and solar,46,591,8
2009,Germany,Wind,40,591,7
2009,Germany,Solar,7,591,1
2009,Germany,Bioenergy,31,591,5
2009,Greece,Fossil,53,61,87
2009,Greece,Coal,34,61,56
2009,Greece,Lignite,34,61,56
2009,Greece,Gas,11,61,18
2009,Greece,Fossil,8,61,13
2009,Greece,Renewables,8,61,13
2009,Greece,Hydro,5,61,9
2009,Greece,Wind and solar,3,61,4
2009,Greece,Wind,3,61,4
2009,Hungary,Fossil,18,36,49
2009,Hungary,Coal,6,36,18
2009,Hungary,Lignite,6,36,17
2009,Hungary,Gas,10,36,29
2009,Hungary,Fossil,1,36,2
2009,Hungary,Nuclear,15,36,43
2009,Hungary,Renewables,3,36,8
2009,Hungary,Bioenergy,2,36,7
2009,Ireland,Fossil,24,28,85
2009,Ireland,Coal,4,28,14
2009,Ireland,Hard Coal,4,28,14
2009,Ireland,Gas,16,28,58
2009,Ireland,Fossil,4,28,13
2009,Ireland,Renewables,4,28,15
2009,Ireland,Hydro,1,28,3
2009,Ireland,Wind and solar,3,28,11
2009,Ireland,Wind,3,28,11
2009,Italy,Fossil,218,288,76
2009,Italy,Coal,40,288,14
2009,Italy,Hard Coal,40,288,14
2009,Italy,Gas,147,288,51
2009,Italy,Fossil,31,288,11
2009,Italy,Renewables,69,288,24
2009,Italy,Hydro,49,288,17
2009,Italy,Wind and solar,7,288,3
2009,Italy,Wind,7,288,2
2009,Italy,Solar,1,288,0
2009,Italy,Bioenergy,8,288,3
2009,Italy,Renewables,5,288,2
2009,Latvia,Fossil,2,6,36
2009,Latvia,Gas,2,6,36
2009,Latvia,Renewables,4,6,64
2009,Latvia,Hydro,3,6,62
2009,Lithuania,Fossil,3,14,20
2009,Lithuania,Gas,2,14,15
2009,Lithuania,Fossil,1,14,5
2009,Lithuania,Nuclear,11,14,76
2009,Lithuania,Renewables,1,14,5
2009,Luxembourg,Fossil,3,3,92
2009,Luxembourg,Gas,3,3,90
2009,Malta,Fossil,2,2,100
2009,Malta,Fossil,2,2,100
2009,Netherlands,Fossil,98,114,87
2009,Netherlands,Coal,24,114,21
2009,Netherlands,Hard Coal,24,114,21
2009,Netherlands,Gas,69,114,61
2009,Netherlands,Fossil,5,114,5
2009,Netherlands,Nuclear,4,114,4
2009,Netherlands,Renewables,11,114,10
2009,Netherlands,Wind and solar,5,114,4
2009,Netherlands,Wind,5,114,4
2009,Netherlands,Bioenergy,6,114,5
2009,Poland,Fossil,142,151,94
2009,Poland,Coal,133,151,88
2009,Poland,Hard Coal,83,151,55
2009,Poland,Lignite,50,151,33
2009,Poland,Gas,5,151,3
2009,Poland,Fossil,4,151,3
2009,Poland,Renewables,9,151,6
2009,Poland,Hydro,2,151,2
2009,Poland,Wind and solar,1,151,1
2009,Poland,Wind,1,151,1
2009,Poland,Bioenergy,5,151,3
2009,Portugal,Fossil,31,49,63
2009,Portugal,Coal,13,49,26
2009,Portugal,Hard Coal,13,49,26
2009,Portugal,Gas,15,49,30
2009,Portugal,Fossil,4,49,7
2009,Portugal,Renewables,18,49,37
2009,Portugal,Hydro,8,49,17
2009,Portugal,Wind and solar,8,49,16
2009,Portugal,Wind,8,49,15
2009,Portugal,Bioenergy,2,49,4
2009,Romania,Fossil,30,58,53
2009,Romania,Coal,22,58,38
2009,Romania,Hard Coal,1,58,1
2009,Romania,Lignite,21,58,36
2009,Romania,Gas,8,58,13
2009,Romania,Fossil,1,58,2
2009,Romania,Nuclear,12,58,20
2009,Romania,Renewables,16,58,27
2009,Romania,Hydro,16,58,27
2009,Slovakia,Fossil,7,26,27
2009,Slovakia,Coal,4,26,15
2009,Slovakia,Hard Coal,2,26,6
2009,Slovakia,Lignite,2,26,9
2009,Slovakia,Gas,2,26,8
2009,Slovakia,Fossil,1,26,4
2009,Slovakia,Nuclear,14,26,54
2009,Slovakia,Renewables,5,26,19
2009,Slovakia,Hydro,4,26,17
2009,Slovakia,Bioenergy,1,26,2
2009,Slovenia,Fossil,6,16,35
2009,Slovenia,Coal,5,16,31
2009,Slovenia,Lignite,5,16,29
2009,Slovenia,Gas,1,16,4
2009,Slovenia,Nuclear,6,16,35
2009,Slovenia,Renewables,5,16,30
2009,Slovenia,Hydro,5,16,29
2009,Spain,Fossil,165,292,56
2009,Spain,Coal,36,292,12
2009,Spain,Hard Coal,36,292,12
2009,Spain,Gas,108,292,37
2009,Spain,Fossil,21,292,7
2009,Spain,Nuclear,53,292,18
2009,Spain,Renewables,74,292,25
2009,Spain,Hydro,26,292,9
2009,Spain,Wind and solar,44,292,15
2009,Spain,Wind,38,292,13
2009,Spain,Solar,6,292,2
2009,Spain,Bioenergy,3,292,1
2009,Sweden,Fossil,5,137,3
2009,Sweden,Coal,1,137,0
2009,Sweden,Hard Coal,1,137,0
2009,Sweden,Gas,2,137,1
2009,Sweden,Fossil,3,137,2
2009,Sweden,Nuclear,52,137,38
2009,Sweden,Renewables,80,137,58
2009,Sweden,Hydro,66,137,48
2009,Sweden,Wind and solar,2,137,2
2009,Sweden,Wind,2,137,2
2009,Sweden,Bioenergy,11,137,8
2009,United Kingdom,Fossil,279,373,75
2009,United Kingdom,Coal,103,373,28
2009,United Kingdom,Hard Coal,103,373,28
2009,United Kingdom,Gas,166,373,45
2009,United Kingdom,Fossil,9,373,2
2009,United Kingdom,Nuclear,69,373,19
2009,United Kingdom,Renewables,25,373,7
2009,United Kingdom,Hydro,5,373,1
2009,United Kingdom,Wind and solar,9,373,2
2009,United Kingdom,Wind,9,373,2
2009,United Kingdom,Bioenergy,11,373,3
2010,Austria,Fossil,23,68,34
2010,Austria,Coal,5,68,7
2010,Austria,Hard Coal,5,68,7
2010,Austria,Gas,14,68,21
2010,Austria,Fossil,4,68,5
2010,Austria,Renewables,45,68,66
2010,Austria,Hydro,38,68,56
2010,Austria,Wind and solar,2,68,3
2010,Austria,Wind,2,68,3
2010,Austria,Bioenergy,4,68,7
2010,Belgium,Fossil,39,94,42
2010,Belgium,Coal,4,94,4
2010,Belgium,Hard Coal,4,94,4
2010,Belgium,Gas,31,94,34
2010,Belgium,Fossil,4,94,4
2010,Belgium,Nuclear,48,94,51
2010,Belgium,Renewables,6,94,7
2010,Belgium,Wind and solar,2,94,2
2010,Belgium,Wind,1,94,1
2010,Belgium,Solar,1,94,1
2010,Belgium,Bioenergy,4,94,5
2010,Bulgaria,Fossil,25,46,54
2010,Bulgaria,Coal,23,46,49
2010,Bulgaria,Hard Coal,5,46,11
2010,Bulgaria,Lignite,17,46,38
2010,Bulgaria,Gas,2,46,4
2010,Bulgaria,Nuclear,15,46,33
2010,Bulgaria,Renewables,6,46,13
2010,Bulgaria,Hydro,5,46,11
2010,Bulgaria,Wind and solar,1,46,2
2010,Bulgaria,Wind,1,46,1
2010,Croatia,Fossil,5,15,37
2010,Croatia,Coal,2,15,16
2010,Croatia,Hard Coal,2,15,16
2010,Croatia,Gas,3,15,17
2010,Croatia,Fossil,1,15,4
2010,Croatia,Renewables,9,15,63
2010,Croatia,Hydro,9,15,62
2010,Cyprus,Fossil,5,5,99
2010,Cyprus,Fossil,5,5,99
2010,Czech Republic,Fossil,51,85,60
2010,Czech Republic,Coal,47,85,55
2010,Czech Republic,Hard Coal,6,85,7
2010,Czech Republic,Lignite,41,85,48
2010,Czech Republic,Gas,1,85,2
2010,Czech Republic,Fossil,3,85,4
2010,Czech Republic,Nuclear,28,85,33
2010,Czech Republic,Renewables,6,85,7
2010,Czech Republic,Hydro,3,85,3
2010,Czech Republic,Wind and solar,1,85,1
2010,Czech Republic,Solar,1,85,1
2010,Czech Republic,Bioenergy,2,85,3
2010,Denmark,Fossil,26,39,68
2010,Denmark,Coal,17,39,44
2010,Denmark,Hard Coal,17,39,44
2010,Denmark,Gas,8,39,20
2010,Denmark,Fossil,2,39,4
2010,Denmark,Renewables,12,39,32
2010,Denmark,Wind and solar,8,39,20
2010,Denmark,Wind,8,39,20
2010,Denmark,Bioenergy,5,39,12
2010,Estonia,Fossil,12,13,92
2010,Estonia,Fossil,12,13,90
2010,Estonia,Renewables,1,13,8
2010,Estonia,Bioenergy,1,13,6
2010,Finland,Fossil,33,80,42
2010,Finland,Coal,15,80,18
2010,Finland,Hard Coal,15,80,18
2010,Finland,Gas,11,80,14
2010,Finland,Fossil,8,80,9
2010,Finland,Nuclear,23,80,28
2010,Finland,Renewables,24,80,30
2010,Finland,Hydro,13,80,16
2010,Finland,Bioenergy,11,80,14
2010,France,Fossil,58,564,10
2010,France,Coal,23,564,4
2010,France,Hard Coal,23,564,4
2010,France,Gas,24,564,4
2010,France,Fossil,11,564,2
2010,France,Nuclear,429,564,76
2010,France,Renewables,78,564,14
2010,France,Hydro,63,564,11
2010,France,Wind and solar,11,564,2
2010,France,Wind,10,564,2
2010,France,Solar,1,564,0
2010,France,Bioenergy,4,564,1
2010,Germany,Fossil,381,627,61
2010,Germany,Coal,263,627,42
2010,Germany,Hard Coal,117,627,19
2010,Germany,Lignite,146,627,23
2010,Germany,Gas,89,627,14
2010,Germany,Fossil,29,627,5
2010,Germany,Nuclear,141,627,22
2010,Germany,Renewables,105,627,17
2010,Germany,Hydro,21,627,3
2010,Germany,Wind and solar,50,627,8
2010,Germany,Wind,39,627,6
2010,Germany,Solar,12,627,2
2010,Germany,Bioenergy,34,627,5
2010,Greece,Fossil,47,57,82
2010,Greece,Coal,31,57,54
2010,Greece,Lignite,30,57,53
2010,Greece,Gas,10,57,17
2010,Greece,Fossil,6,57,11
2010,Greece,Renewables,11,57,18
2010,Greece,Hydro,7,57,13
2010,Greece,Wind and solar,3,57,5
2010,Greece,Wind,3,57,5
2010,Hungary,Fossil,19,37,50
2010,Hungary,Coal,6,37,17
2010,Hungary,Lignite,6,37,16
2010,Hungary,Gas,12,37,31
2010,Hungary,Fossil,1,37,2
2010,Hungary,Nuclear,16,37,42
2010,Hungary,Renewables,3,37,8
2010,Hungary,Wind and solar,1,37,1
2010,Hungary,Wind,1,37,1
2010,Hungary,Bioenergy,2,37,6
2010,Ireland,Fossil,24,28,87
2010,Ireland,Coal,4,28,13
2010,Ireland,Hard Coal,4,28,13
2010,Ireland,Gas,18,28,64
2010,Ireland,Fossil,3,28,10
2010,Ireland,Renewables,4,28,13
2010,Ireland,Hydro,1,28,2
2010,Ireland,Wind and solar,3,28,10
2010,Ireland,Wind,3,28,10
2010,Italy,Fossil,221,298,74
2010,Italy,Coal,40,298,13
2010,Italy,Hard Coal,40,298,13
2010,Italy,Gas,153,298,51
2010,Italy,Fossil,28,298,10
2010,Italy,Renewables,77,298,26
2010,Italy,Hydro,51,298,17
2010,Italy,Wind and solar,11,298,4
2010,Italy,Wind,9,298,3
2010,Italy,Solar,2,298,1
2010,Italy,Bioenergy,9,298,3
2010,Italy,Renewables,5,298,2
2010,Latvia,Fossil,3,7,45
2010,Latvia,Gas,3,7,45
2010,Latvia,Renewables,4,7,55
2010,Latvia,Hydro,4,7,53
2010,Lithuania,Fossil,4,5,81
2010,Lithuania,Gas,3,5,67
2010,Lithuania,Fossil,1,5,14
2010,Lithuania,Renewables,1,5,19
2010,Lithuania,Hydro,1,5,11
2010,Luxembourg,Fossil,3,3,92
2010,Luxembourg,Gas,3,3,90
2010,Malta,Fossil,2,2,100
2010,Malta,Fossil,2,2,100
2010,Netherlands,Fossil,104,119,87
2010,Netherlands,Coal,23,119,19
2010,Netherlands,Hard Coal,23,119,19
2010,Netherlands,Gas,75,119,63
2010,Netherlands,Fossil,6,119,5
2010,Netherlands,Nuclear,4,119,3
2010,Netherlands,Renewables,11,119,9
2010,Netherlands,Wind and solar,4,119,3
2010,Netherlands,Wind,4,119,3
2010,Netherlands,Bioenergy,7,119,6
2010,Poland,Fossil,146,157,93
2010,Poland,Coal,137,157,87
2010,Poland,Hard Coal,88,157,56
2010,Poland,Lignite,49,157,31
2010,Poland,Gas,5,157,3
2010,Poland,Fossil,5,157,3
2010,Poland,Renewables,11,157,7
2010,Poland,Hydro,3,157,2
2010,Poland,Wind and solar,2,157,1
2010,Poland,Wind,2,157,1
2010,Poland,Bioenergy,6,157,4
2010,Portugal,Fossil,25,54,47
2010,Portugal,Coal,7,54,13
2010,Portugal,Hard Coal,7,54,13
2010,Portugal,Gas,15,54,28
2010,Portugal,Fossil,3,54,6
2010,Portugal,Renewables,28,54,53
2010,Portugal,Hydro,16,54,30
2010,Portugal,Wind and solar,9,54,17
2010,Portugal,Wind,9,54,17
2010,Portugal,Bioenergy,3,54,5
2010,Romania,Fossil,29,61,47
2010,Romania,Coal,21,61,34
2010,Romania,Hard Coal,1,61,1
2010,Romania,Lignite,20,61,33
2010,Romania,Gas,7,61,12
2010,Romania,Fossil,1,61,1
2010,Romania,Nuclear,12,61,19
2010,Romania,Renewables,20,61,33
2010,Romania,Hydro,20,61,33
2010,Slovakia,Fossil,7,27,25
2010,Slovakia,Coal,4,27,13
2010,Slovakia,Hard Coal,1,27,5
2010,Slovakia,Lignite,2,27,8
2010,Slovakia,Gas,2,27,8
2010,Slovakia,Fossil,1,27,4
2010,Slovakia,Nuclear,15,27,53
2010,Slovakia,Renewables,6,27,22
2010,Slovakia,Hydro,5,27,19
2010,Slovakia,Bioenergy,1,27,2
2010,Slovenia,Fossil,6,16,36
2010,Slovenia,Coal,5,16,33
2010,Slovenia,Lignite,5,16,30
2010,Slovenia,Gas,1,16,3
2010,Slovenia,Nuclear,6,16,35
2010,Slovenia,Renewables,5,16,29
2010,Slovenia,Hydro,5,16,28
2010,Spain,Fossil,138,298,46
2010,Spain,Coal,25,298,8
2010,Spain,Hard Coal,25,298,8
2010,Spain,Gas,95,298,32
2010,Spain,Fossil,18,298,6
2010,Spain,Nuclear,62,298,21
2010,Spain,Renewables,98,298,33
2010,Spain,Hydro,42,298,14
2010,Spain,Wind and solar,51,298,17
2010,Spain,Wind,44,298,15
2010,Spain,Solar,7,298,2
2010,Spain,Bioenergy,4,298,1
2010,Sweden,Fossil,9,148,6
2010,Sweden,Coal,1,148,1
2010,Sweden,Hard Coal,1,148,1
2010,Sweden,Gas,3,148,2
2010,Sweden,Fossil,5,148,3
2010,Sweden,Nuclear,58,148,39
2010,Sweden,Renewables,82,148,55
2010,Sweden,Hydro,66,148,45
2010,Sweden,Wind and solar,3,148,2
2010,Sweden,Wind,3,148,2
2010,Sweden,Bioenergy,12,148,8
2010,United Kingdom,Fossil,291,379,77
2010,United Kingdom,Coal,108,379,28
2010,United Kingdom,Hard Coal,108,379,28
2010,United Kingdom,Gas,176,379,46
2010,United Kingdom,Fossil,7,379,2
2010,United Kingdom,Nuclear,62,379,16
2010,United Kingdom,Renewables,26,379,7
2010,United Kingdom,Hydro,4,379,1
2010,United Kingdom,Wind and solar,10,379,3
2010,United Kingdom,Wind,10,379,3
2010,United Kingdom,Bioenergy,12,379,3
2011,Austria,Fossil,21,62,34
2011,Austria,Coal,5,62,9
2011,Austria,Hard Coal,5,62,9
2011,Austria,Gas,12,62,20
2011,Austria,Fossil,3,62,6
2011,Austria,Renewables,41,62,66
2011,Austria,Hydro,34,62,55
2011,Austria,Wind and solar,2,62,3
2011,Austria,Wind,2,62,3
2011,Austria,Bioenergy,5,62,7
2011,Belgium,Fossil,32,89,36
2011,Belgium,Coal,3,89,4
2011,Belgium,Hard Coal,3,89,4
2011,Belgium,Gas,25,89,29
2011,Belgium,Fossil,3,89,4
2011,Belgium,Nuclear,48,89,54
2011,Belgium,Renewables,8,89,9
2011,Belgium,Wind and solar,3,89,4
2011,Belgium,Wind,2,89,3
2011,Belgium,Solar,1,89,1
2011,Belgium,Bioenergy,5,89,5
2011,Bulgaria,Fossil,30,50,60
2011,Bulgaria,Coal,28,50,55
2011,Bulgaria,Hard Coal,4,50,9
2011,Bulgaria,Lignite,23,50,46
2011,Bulgaria,Gas,2,50,4
2011,Bulgaria,Nuclear,16,50,33
2011,Bulgaria,Renewables,4,50,8
2011,Bulgaria,Hydro,3,50,6
2011,Bulgaria,Wind and solar,1,50,2
2011,Bulgaria,Wind,1,50,2
2011,Croatia,Fossil,6,11,53
2011,Croatia,Coal,3,11,23
2011,Croatia,Hard Coal,3,11,23
2011,Croatia,Gas,3,11,23
2011,Croatia,Fossil,1,11,7
2011,Croatia,Renewables,5,11,47
2011,Croatia,Hydro,5,11,45
2011,Cyprus,Fossil,5,5,96
2011,Cyprus,Fossil,5,5,96
2011,Czech Republic,Fossil,51,87,59
2011,Czech Republic,Coal,47,87,54
2011,Czech Republic,Hard Coal,6,87,7
2011,Czech Republic,Lignite,41,87,47
2011,Czech Republic,Gas,1,87,2
2011,Czech Republic,Fossil,3,87,4
2011,Czech Republic,Nuclear,28,87,33
2011,Czech Republic,Renewables,7,87,8
2011,Czech Republic,Hydro,2,87,2
